,num,I_e,firing_rate,stochastic
0,1,0.0,0.010735373054223394,True
1,1,0.0,0.007081651441122509,True
2,1,0.0,0.0019184652278194905,True
3,1,0.0,0.06557377049186291,True
4,1,1.0,0.05224660397071638,True
5,1,1.0,0.03456619426199407,True
6,1,1.0,0.020354162426224936,True
7,1,1.0,0.004658963846444789,True
8,1,1.0,0.04703668861716413,True
9,1,1.0,0.05387931034487659,True
10,1,1.0,0.012951690195582302,True
11,1,1.0,0.007679311933657726,True
12,1,1.0,0.08643042350915381,True
13,1,1.0,0.02305209774091539,True
14,1,1.0,0.06711409395979258,True
15,1,1.0,0.0037800037800072178,True
16,1,2.0,0.005644296438452565,True
17,1,2.0,0.011091393078980806,True
18,1,2.0,0.00538386992570749,True
19,1,2.0,0.04476275738589568,True
20,1,2.0,0.00890551251225318,True
21,1,2.0,0.027548209366416238,True
22,1,2.0,0.023781212841876564,True
23,1,2.0,0.004306446750789843,True
24,1,3.0,0.013745704467366449,True
25,1,3.0,0.011749500646233221,True
26,1,3.0,0.036589828027841546,True
27,1,3.0,0.03331112591608626,True
28,1,3.0,0.015595757953850741,True
29,1,3.0,0.013945056477491405,True
30,1,3.0,0.0336360578540501,True
31,1,3.0,0.011205737337527,True
32,1,3.0,0.03195909236180599,True
33,1,3.0,0.05675368898983595,True
34,1,3.0,0.006180469715704014,True
35,1,4.0,0.014392630972954944,True
36,1,4.0,0.014222727919227835,True
37,1,4.0,0.012390038409130336,True
38,1,4.0,0.0016983118779948193,True
39,1,5.0,0.08396305625524607,True
40,1,5.0,0.00900900900900824,True
41,1,5.0,0.07788161993776553,True
42,1,5.0,0.006144015728685852,True
43,1,5.0,0.026638252530658216,True
44,1,5.0,0.028793550244771364,True
45,1,5.0,0.08375209380242123,True
46,1,5.0,0.02322880371662972,True
47,1,5.0,0.006215426689047853,True
48,1,5.0,0.06949270326622026,True
49,1,5.0,0.023940627244455576,True
50,1,5.0,0.1344086021506599,True
51,1,5.0,0.02088118605138671,True
52,1,5.0,0.016564518800743906,True
53,1,5.0,0.03263707571804535,True
54,1,5.0,0.1033057851240609,True
55,1,5.0,0.03009328919653655,True
56,1,5.0,0.02748763056627019,True
57,1,5.0,0.06752194463206682,True
58,1,5.0,0.018632383081813107,True
59,1,5.0,0.09124087591249175,True
60,1,6.0,0.07936507936507758,True
61,1,6.0,0.023250406882122585,True
62,1,6.0,0.12853470437013625,True
63,1,6.0,0.008005764150190126,True
64,1,6.0,0.03825554705435767,True
65,1,6.0,0.02785515320336793,True
66,1,6.0,0.11933174224354529,True
67,1,6.0,0.016781339150879503,True
68,1,6.0,0.008403361344545458,True
69,1,6.0,0.005781349366947501,True
70,1,6.0,0.07246376811600794,True
71,1,6.0,0.022361359570682235,True
72,1,6.0,0.12091898428064202,True
73,1,6.0,0.08896797153033002,True
74,1,6.0,0.025516713447331193,True
75,1,6.0,0.013751375137526257,True
76,1,6.0,0.1108647450111873,True
77,1,7.0,0.03985651654045182,True
78,1,7.0,0.08396305625525448,True
79,1,7.0,0.014224751066852509,True
80,1,7.0,0.06934812760051931,True
81,1,7.0,0.010633772862620792,True
82,1,7.0,0.012758356723665593,True
83,1,7.0,0.15822784810140972,True
84,1,7.0,0.03892565200470648,True
85,1,7.0,0.03206155819175728,True
86,1,7.0,0.02897710808463951,True
87,1,7.0,0.025290844714236458,True
88,1,7.0,0.12391573729874963,True
89,1,7.0,0.008434547908239786,True
90,1,7.0,0.018688095683066893,True
91,1,7.0,0.06711409395979258,True
92,1,7.0,0.02810567734684962,True
93,1,7.0,0.03323363243605548,True
94,1,7.0,0.015506280043431688,True
95,1,7.0,0.03993610223645805,True
96,1,7.0,0.14430014430027555,True
97,1,7.0,0.006671114076056768,True
98,1,7.0,0.05506607929520427,True
99,1,8.0,0.054794520547941684,True
100,1,8.0,0.05327650506127858,True
101,1,8.0,0.022089684117508765,True
102,1,8.0,0.07722007722003771,True
103,1,8.0,0.04935834155971908,True
104,1,8.0,0.014925373134341932,True
105,1,8.0,0.006257822277853,True
106,1,8.0,0.10080645161299491,True
107,1,8.0,0.14947683109131682,True
108,1,8.0,0.04070004070007772,True
109,1,8.0,0.013581420616608848,True
110,1,8.0,0.018946570670725815,True
111,1,8.0,0.016074586079423074,True
112,1,8.0,0.023331777881495788,True
113,1,8.0,0.006122573930085774,True
114,1,8.0,0.015211439002143437,True
115,1,8.0,0.04086636698001265,True
116,1,8.0,0.11806375442749817,True
117,1,9.0,0.004049730692912103,True
118,1,9.0,0.03597122302161545,True
119,1,9.0,0.13003901170362933,True
120,1,9.0,0.1501501501502867,True
121,1,9.0,0.036589828027841546,True
122,1,9.0,0.008958967926902966,True
123,1,9.0,0.036390101892318394,True
124,1,9.0,0.1980198019803781,True
125,1,9.0,0.006343567622436624,True
126,1,9.0,0.013997760358355395,True
127,1,9.0,0.011771630370817063,True
128,1,9.0,0.11049723756916127,True
129,1,9.0,0.03680529996322818,True
130,1,10.0,0.043308791684708525,True
131,1,10.0,0.006377551020409219,True
132,1,10.0,0.09310986964626718,True
133,1,10.0,0.02316423442207342,True
134,1,10.0,0.06702412868638803,True
135,1,10.0,0.002972563241285661,True
136,1,10.0,0.018429782528582926,True
137,1,10.0,0.053191489361750506,True
138,1,10.0,0.0038037276531034973,True
139,1,10.0,0.1272264631044414,True
140,1,10.0,0.03487966515524623,True
141,1,10.0,0.07262164124915828,True
142,1,11.0,0.014086491055077838,True
143,1,11.0,0.06925207756229144,True
144,1,11.0,0.010061374383744484,True
145,1,11.0,0.0568181818182335,True
146,1,11.0,0.05408328826397563,True
147,1,11.0,0.008989572096376387,True
148,1,11.0,0.011410314924702299,True
149,1,11.0,0.15082956259440566,True
150,1,11.0,0.02570694087405937,True
151,1,11.0,0.06472491909391,True
152,1,11.0,0.03224766204453104,True
153,1,11.0,0.050709939148119144,True
154,1,11.0,0.014353380221055109,True
155,1,11.0,0.014658457930239071,True
156,1,11.0,0.08264462809924872,True
157,1,11.0,0.1265822784811278,True
158,1,11.0,0.11173184357552061,True
159,1,11.0,0.022421524663697522,True
160,1,11.0,0.0885739592560593,True
161,1,11.0,0.02479543763949689,True
162,1,11.0,0.011856770215804002,True
163,1,11.0,0.05646527385662956,True
164,1,11.0,0.011096316023090429,True
165,1,12.0,0.02131741632914149,True
166,1,12.0,0.01674761346507404,True
167,1,12.0,0.06226650062272164,True
168,1,12.0,0.015017269860353049,True
169,1,12.0,0.02755580049602947,True
170,1,12.0,0.05924170616119122,True
171,1,12.0,0.08532423208198886,True
172,1,12.0,0.1408450704226633,True
173,1,12.0,0.16920473773281042,True
174,1,12.0,0.17605633802832912,True
175,1,12.0,0.09372071227749855,True
176,1,12.0,0.18587360594812444,True
177,1,12.0,0.11668611435249819,True
178,1,12.0,0.018201674554075526,True
179,1,12.0,0.014070634585632609,True
180,1,12.0,0.14556040756927358,True
181,1,12.0,0.18115942029001983,True
182,1,12.0,0.03518648838849083,True
183,1,12.0,0.03558718861213194,True
184,1,12.0,0.0652741514360907,True
185,1,12.0,0.014766686355595238,True
186,1,12.0,0.006801795674064137,True
187,1,12.0,0.12376237623773632,True
188,1,12.0,0.021542438604069573,True
189,1,12.0,0.02150537634410558,True
190,1,12.0,0.03603603603606881,True
191,1,12.0,0.014236902050126843,True
192,1,13.0,0.006411078343379362,True
193,1,13.0,0.00478171472290398,True
194,1,13.0,0.07278020378463679,True
195,1,13.0,0.12239902080794486,True
196,1,13.0,0.04653327128901394,True
197,1,13.0,0.10940919037209075,True
198,1,13.0,0.0804505229284722,True
199,1,13.0,0.17513134851154283,True
200,1,13.0,0.041858518208493393,True
201,1,13.0,0.03223726627984879,True
202,1,13.0,0.1333333333334546,True
203,1,13.0,0.11402508551891784,True
204,1,13.0,0.11834319526637982,True
205,1,13.0,0.020669698222424752,True
206,1,13.0,0.014302059496580513,True
207,1,13.0,0.03665689149563451,True
208,1,13.0,0.041999160016837865,True
209,1,13.0,0.09478672985790611,True
210,1,13.0,0.05385029617667795,True
211,1,13.0,0.10131712259381048,True
212,1,13.0,0.015441630636209226,True
213,1,13.0,0.011035091591270243,True
214,1,13.0,0.049285362247457346,True
215,1,14.0,0.025258903763576483,True
216,1,14.0,0.11750881316101046,True
217,1,14.0,0.03210272873193592,True
218,1,14.0,0.11148272017831531,True
219,1,14.0,0.009442870632676143,True
220,1,14.0,0.042229729729768135,True
221,1,14.0,0.014878738283007127,True
222,1,14.0,0.05530973451332464,True
223,1,14.0,0.05977286312019782,True
224,1,14.0,0.049726504226798085,True
225,1,14.0,0.011041183614893557,True
226,1,14.0,0.0677048070413615,True
227,1,14.0,0.032041012496024014,True
228,1,14.0,0.19762845849820346,True
229,1,14.0,0.08453085376169987,True
230,1,14.0,0.003348513260115555,True
231,1,14.0,0.029052876234773664,True
232,1,14.0,0.021249468763300243,True
233,1,14.0,0.03185727938836921,True
234,1,14.0,0.02755580049602947,True
235,1,14.0,0.18975332068328454,True
236,1,14.0,0.11587485515653644,True
237,1,14.0,0.03138731952294129,True
238,1,15.0,0.02278942570647172,True
239,1,15.0,0.019755037534589282,True
240,1,15.0,0.031181789834764873,True
241,1,15.0,0.1808318264016111,True
242,1,15.0,0.14903129657241573,True
243,1,15.0,0.014927601134511257,True
244,1,15.0,0.041545492314121704,True
245,1,15.0,0.1980198019803781,True
246,1,15.0,0.04182350480974109,True
247,1,15.0,0.03620564808113358,True
248,1,15.0,0.011460004584012256,True
249,1,15.0,0.18796992481220104,True
250,1,15.0,0.04714757190009003,True
251,1,15.0,0.05235602094245584,True
252,1,15.0,0.047483380816757334,True
253,1,15.0,0.015149219815193297,True
254,1,15.0,0.010183299389011299,True
255,1,15.0,0.049875311720743616,True
256,1,15.0,0.01958863858963584,True
257,1,15.0,0.17482517482533383,True
258,1,15.0,0.15698587127172833,True
259,1,15.0,0.1168224299066483,True
260,1,15.0,0.10384215991702071,True
261,1,15.0,0.015160703456654177,True
262,1,15.0,0.12919896640838624,True
263,1,15.0,0.045248868778321696,True
264,1,15.0,0.14880952380965914,True
265,1,16.0,0.06596306068599457,True
266,1,16.0,0.011109876680369678,True
267,1,16.0,0.03067484662579477,True
268,1,16.0,0.029949086552887378,True
269,1,16.0,0.12165450121665565,True
270,1,16.0,0.030238887208978188,True
